@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,True,0.317,0.910,n
True,False,0.912,0.854,n
False,False,0.358,0.201,n
False,False,0.982,0.904,n
True,False,0.554,0.474,n
True,True,0.174,0.246,p
True,False,0.042,0.934,n
False,True,0.693,0.829,n
True,True,0.729,0.829,p
True,True,0.724,0.939,p
False,True,0.470,0.768,n
True,False,0.687,0.100,p
False,True,0.433,0.230,p
True,True,0.295,0.302,p
True,False,0.947,0.823,p
False,True,0.887,0.517,p
False,True,0.319,0.653,n
False,False,0.688,0.727,n
False,True,0.954,0.198,p
False,True,0.013,0.031,p
False,True,0.834,0.891,p
True,False,0.523,0.717,n
True,False,0.456,0.404,n
False,False,0.787,0.260,n
False,False,0.177,0.606,n
True,True,0.906,0.042,p
False,False,0.890,0.069,p
False,True,0.520,0.080,p
True,False,0.769,0.925,p
False,False,0.256,0.831,n
False,True,0.365,0.065,p
False,False,0.115,0.350,n
True,True,0.429,0.049,p
False,True,0.793,0.286,p
False,True,0.412,0.284,p
True,False,0.727,0.767,n
False,True,0.296,0.146,p
False,False,0.770,0.981,n
False,True,0.284,0.058,p
True,False,0.124,0.258,p
True,False,0.068,0.461,p
True,True,0.384,0.483,p
True,False,0.410,0.438,n
True,False,0.777,0.948,n
False,True,0.770,0.616,p
False,True,0.661,0.234,p
True,False,0.589,0.063,p
False,True,0.067,0.324,p
True,False,0.271,0.448,p
True,True,0.938,0.492,p
False,False,0.648,0.638,n
True,False,0.939,0.668,n
False,True,0.476,0.263,n
True,True,0.182,0.462,p
False,False,0.267,0.583,n
False,True,0.876,0.886,p
True,True,0.921,0.612,p
True,True,0.403,0.823,p
False,False,0.577,0.839,n
True,False,0.884,0.295,n
False,False,0.434,0.638,n
False,True,0.234,0.165,p
False,False,0.482,0.469,n
False,True,0.912,0.544,p
False,False,0.777,0.009,n
True,False,0.360,0.784,n
False,False,0.575,0.504,n
False,False,0.216,0.711,n
False,False,0.343,0.444,p
False,False,0.220,0.034,n
False,True,0.549,0.310,n
False,False,0.976,0.778,n
True,True,0.027,0.191,p
True,False,0.720,0.366,p
False,True,0.499,0.987,n
False,False,0.771,0.692,n
False,True,0.042,0.945,n
False,False,0.135,0.491,n
True,False,0.712,0.073,p
True,False,0.575,0.516,n
True,True,0.913,0.223,p
False,False,0.760,0.357,n
False,True,0.201,0.025,p
True,True,0.266,0.003,p
True,True,0.838,0.009,p
True,True,0.366,0.703,p
True,False,0.006,0.120,p
False,False,0.876,0.562,n
True,True,0.172,0.813,p
False,False,0.714,0.527,n
True,True,0.340,0.659,p
True,False,0.279,0.833,n
False,False,0.161,0.916,p
False,True,0.902,0.948,n
True,False,0.275,0.695,n
False,True,0.917,0.284,p
True,True,0.004,0.659,p
False,True,0.054,0.392,p
False,False,0.418,0.349,n
False,False,0.931,0.524,n
False,False,0.136,0.132,n
False,False,0.815,0.801,n
False,False,0.514,0.766,n
True,False,0.713,0.730,n
True,False,0.268,0.345,p
False,True,0.335,0.758,n
True,False,0.363,0.839,n
False,False,0.857,0.302,n
False,True,0.614,0.793,n
False,True,0.200,0.646,p
False,False,0.549,0.681,n
False,False,0.148,0.368,n
False,True,0.082,0.807,p
False,False,0.167,0.501,p
False,False,0.496,0.016,n
False,True,0.783,0.153,p
True,True,0.968,0.401,p
False,False,0.115,0.580,n
False,False,0.605,0.263,n
False,True,0.564,0.991,n
False,False,0.674,0.432,n
True,False,0.233,0.598,p
True,True,0.193,0.897,p
False,True,0.394,0.168,p
True,False,0.412,0.623,n
False,False,0.510,0.874,p
False,True,0.656,0.876,n
True,False,0.459,0.119,n
False,True,0.220,0.184,n
False,True,0.070,0.969,n
True,False,0.222,0.630,p
False,True,0.887,0.631,n
False,True,0.786,0.943,n
False,False,0.002,0.164,p
False,True,0.987,0.297,p
False,True,0.357,0.538,n
False,True,0.222,0.438,n
True,False,0.716,0.039,p
False,True,0.379,0.268,n
False,True,0.993,0.153,n
True,True,0.433,0.731,n
False,False,0.656,0.908,n
False,True,0.860,0.567,n
True,True,0.338,0.247,n
True,True,0.229,0.332,n
False,True,0.975,0.007,n
False,False,0.709,0.098,n
True,True,0.014,0.367,n
True,False,0.944,0.999,p
False,True,0.411,0.039,n
False,True,0.272,0.858,n
False,True,0.846,0.378,n
True,False,0.728,0.521,n
False,True,0.613,0.188,n
False,True,0.791,0.672,n
True,True,0.985,0.815,n
False,True,0.524,0.358,p
False,False,0.049,0.433,p
True,True,0.523,0.467,n
False,True,0.187,0.004,p
False,False,0.095,0.395,n
False,False,0.640,0.309,n
True,False,0.927,0.840,p
True,False,0.010,0.644,n
False,True,0.524,0.555,p
True,False,0.398,0.831,p
False,True,0.078,0.448,n
False,False,0.336,0.660,n
False,True,0.984,0.204,n
False,False,0.662,0.351,p
False,True,0.503,0.392,p
False,True,0.116,0.389,n
True,False,0.636,0.390,n
False,False,0.619,0.567,p
True,True,0.784,0.632,n
True,True,0.174,0.372,p
True,True,0.431,0.049,n
True,False,0.286,0.344,n
False,True,0.291,0.959,n
False,True,0.080,0.159,n
False,True,0.125,0.445,n
False,False,0.837,0.633,p
False,False,0.193,0.230,p
False,True,0.990,0.992,p
False,False,0.819,0.786,p
False,False,0.608,0.746,p
True,False,0.522,0.499,p
True,False,0.400,0.930,p
False,False,0.320,0.354,p
True,False,0.456,0.977,p
True,False,0.751,0.924,p
True,False,0.539,0.008,n
True,True,0.025,0.596,n
False,False,0.711,0.780,p
True,True,0.853,0.562,n
True,True,0.862,0.836,p
False,False,0.475,0.514,p
True,False,0.573,0.120,p
True,True,0.023,0.354,n
False,False,0.825,0.859,p
True,True,0.608,0.825,p
False,False,0.311,0.618,p
False,True,0.646,0.173,n
False,False,0.265,0.813,n
False,True,0.313,0.314,n
True,False,0.227,0.251,n
False,True,0.617,0.316,n
True,True,0.704,0.711,n
False,True,0.707,0.417,n
True,False,0.256,0.365,n
False,True,0.085,0.667,n
False,False,0.829,0.452,p
False,False,0.607,0.599,p
False,False,0.919,0.126,p
False,False,0.818,0.141,p
False,True,0.611,0.818,p
False,False,0.454,0.639,p
False,False,0.829,0.555,n
False,False,0.756,0.459,p
False,True,0.550,0.429,p
True,True,0.762,0.913,n
True,False,0.784,0.095,n
False,True,0.019,0.473,n
True,False,0.498,0.363,p
False,False,0.265,0.653,n
False,False,0.297,0.896,p
True,True,0.738,0.121,n
False,False,0.658,0.832,p
False,False,0.695,0.565,p
True,False,0.453,0.754,p
True,False,0.985,0.459,n
False,False,0.345,0.147,p
True,True,0.274,0.704,n
True,True,0.072,0.005,n
True,True,0.471,0.655,p
True,False,0.587,0.137,p
False,True,0.638,0.675,p
True,True,0.149,0.380,n
False,True,0.261,0.662,n
False,True,0.167,0.851,p
True,True,0.516,0.631,p
False,True,0.823,0.478,n
False,True,0.901,0.802,p
False,False,0.889,0.352,p
False,True,0.050,0.887,n
False,False,0.829,0.794,p
True,False,0.513,0.521,p
False,True,0.595,0.984,p
True,True,0.913,0.245,n
False,True,0.763,0.957,p
True,False,0.434,0.305,p
False,False,0.129,0.404,p
True,False,0.283,0.726,p
True,False,0.148,0.327,n
False,False,0.319,0.439,p
True,False,0.107,0.509,n
False,False,0.462,0.756,p
True,False,0.718,0.453,p
False,True,0.623,0.076,n
False,True,0.428,0.661,p
False,False,0.407,0.613,p
True,False,0.527,0.208,n
False,True,0.277,0.984,p
False,False,0.496,0.716,p
True,True,0.698,0.296,n
False,False,0.590,0.104,p
True,True,0.048,0.625,n
True,False,0.071,0.171,n
False,True,0.363,0.934,p
True,False,0.140,0.821,p
True,True,0.787,0.618,n
True,False,0.156,0.401,n
False,False,0.850,0.764,p
False,True,0.825,0.214,n
False,False,0.039,0.416,p
True,True,0.744,0.690,n
False,True,0.351,0.753,p
False,False,0.970,0.021,n
False,False,0.007,0.944,p
False,True,0.725,0.359,n
True,False,0.614,0.005,n
True,True,0.954,0.703,n
False,True,0.660,0.966,p
False,False,0.576,0.669,p
False,False,0.943,0.936,p
True,True,0.024,0.584,n
True,False,0.814,0.970,p
True,True,0.102,0.374,n
True,False,0.445,0.963,p
True,False,0.073,0.873,p
False,True,0.134,0.075,n
False,False,0.937,0.411,p
True,False,0.377,0.260,n
False,False,0.859,0.613,p
False,False,0.530,0.355,n
True,True,0.875,0.687,n
True,False,0.790,0.811,p
False,True,0.099,0.414,n
True,True,0.312,0.537,n
True,False,0.169,0.022,n
False,True,0.407,0.781,p
False,False,0.829,0.546,p
True,True,0.006,0.392,n
False,False,0.117,0.165,p
True,False,0.627,0.321,p
False,True,0.006,0.600,p
True,True,0.307,0.510,n
False,True,0.518,0.075,n
True,False,0.097,0.232,n
True,False,0.237,0.404,n
False,False,0.665,0.061,p
True,False,0.281,0.927,p
False,False,0.145,0.905,p
True,True,0.591,0.690,n
False,False,0.560,0.322,p
True,False,0.228,0.828,p
True,False,0.357,0.624,p
True,True,0.665,0.395,n
False,True,0.989,0.091,n
True,False,0.329,0.679,p
False,False,0.939,0.034,p
False,True,0.521,0.876,p
False,True,0.488,0.002,n
False,False,0.762,0.525,p
True,False,0.442,0.816,p
True,True,0.242,0.090,n
False,True,0.201,0.783,n
False,False,0.404,0.987,p
False,False,0.012,0.564,p
False,False,0.206,0.262,p
False,False,0.327,0.634,n
True,False,0.784,0.413,p
True,True,0.668,0.052,n
False,True,0.911,0.232,n
False,True,0.474,0.237,p
True,False,0.386,0.540,p
True,False,0.381,0.057,n
True,True,0.413,0.807,n
False,False,0.030,0.480,n
False,False,0.558,0.723,p
False,False,0.789,0.886,p
False,True,0.761,0.462,n
False,True,0.374,0.760,p
True,False,0.688,0.602,p
True,True,0.086,0.662,n
False,True,0.518,0.849,n
False,False,0.006,0.078,p
True,False,0.206,0.124,n
True,True,0.949,0.148,n
False,True,0.234,0.463,n
False,True,0.197,0.067,n
True,False,0.232,0.991,p
False,False,0.173,0.953,p
True,True,0.227,0.008,n
False,False,0.821,0.989,p
False,True,0.707,0.184,n
False,False,0.309,0.704,p
False,True,0.109,0.597,n
True,True,0.777,0.960,n
False,True,0.231,0.477,n
False,True,0.170,0.395,n
False,True,0.612,0.496,p
True,True,0.453,0.524,n
False,True,0.906,0.098,n
True,False,0.421,0.310,p
False,True,0.725,0.075,n
True,False,0.926,0.565,n
False,False,0.100,0.931,p
True,False,0.892,0.777,p
False,False,0.285,0.776,p
True,False,0.489,0.550,p
False,False,0.937,0.849,p
True,False,0.829,0.816,p
False,True,0.471,0.089,n
True,False,0.046,0.730,p
True,True,0.421,0.379,n
True,False,0.530,0.477,p
True,False,0.276,0.090,n
True,True,0.923,0.844,n
False,False,0.228,0.533,p
False,True,0.700,0.720,n
True,False,0.248,0.903,p
True,False,0.970,0.183,n
False,True,0.385,0.118,n
True,False,0.822,0.334,n
True,False,0.372,0.071,n
True,False,0.628,0.968,p
False,False,0.353,0.222,p
False,True,0.212,0.628,p
False,False,0.226,0.099,p
False,False,0.192,0.330,p
False,True,0.050,0.940,p
True,True,0.741,0.370,n
False,True,0.453,0.890,n
True,True,0.147,0.528,n
False,False,0.426,0.581,p
False,True,0.456,0.202,p
False,True,0.644,0.239,n
False,False,0.910,0.184,p
False,True,0.684,0.938,p
True,False,0.476,0.142,n
False,False,0.725,0.271,p
False,False,0.940,0.619,p
False,True,0.028,0.428,n
False,True,0.173,0.068,n
False,True,0.254,0.858,p
False,False,0.899,0.948,p
False,False,0.029,0.930,p
False,False,0.953,0.981,p
False,False,0.269,0.818,p
True,True,0.472,0.813,n
True,True,0.652,0.564,n
True,True,0.993,0.921,n
False,True,0.126,0.424,n
False,False,0.232,0.062,p
False,True,0.806,0.864,p
True,False,0.382,0.842,p
False,False,0.116,0.174,p
False,False,0.422,0.727,n
False,False,0.714,0.910,p
True,False,0.593,0.571,p
False,True,0.941,0.509,n
False,False,0.887,0.379,p
True,True,0.934,0.308,n
False,True,0.699,0.321,n
True,True,0.486,0.644,n
True,False,0.281,0.347,n
True,False,0.389,0.703,p
False,True,0.892,0.718,n
False,True,0.356,0.965,p
True,False,0.761,0.051,n
True,False,0.967,0.951,p
False,False,0.945,0.029,p
False,True,0.060,0.126,n
False,False,0.091,0.476,p
True,False,0.199,0.813,p
False,True,0.687,0.503,n
False,True,0.605,0.671,n
True,True,0.801,0.793,n
False,True,0.527,0.061,n
False,False,0.478,0.038,p
False,True,0.696,0.499,n
True,True,0.318,0.280,n
True,False,0.985,0.621,p
False,False,0.124,0.145,p
False,False,0.743,0.630,p
True,True,0.902,0.989,n
True,False,0.260,0.768,p
False,False,0.963,0.301,p
False,False,0.976,0.559,n
False,False,0.992,0.515,p
True,False,0.769,0.087,n
True,True,0.720,0.570,n
False,False,0.860,0.174,p
True,True,0.690,0.299,n
True,True,0.893,0.732,n
False,False,0.525,0.120,p
True,False,0.997,0.302,n
False,False,0.629,0.300,p
True,False,0.199,0.726,n
True,True,0.370,0.959,n
False,True,0.874,0.960,p
True,False,0.441,0.851,p
False,False,0.312,0.851,p
False,True,0.287,0.127,p
True,False,0.284,0.947,p
True,False,0.484,0.243,p
False,True,0.043,0.437,n
False,True,0.892,0.684,n
False,False,0.817,0.695,p
False,False,0.628,0.726,p
True,True,0.164,0.031,n
False,False,0.793,0.353,p
True,True,0.833,0.427,n
False,False,0.967,0.220,p
False,False,0.484,0.769,p
False,True,0.452,0.105,n
True,False,0.354,0.962,p
False,False,0.241,0.277,p
False,False,0.132,0.156,p
False,True,0.713,0.927,n
True,True,0.513,0.290,p
True,True,0.341,0.453,n
False,True,0.945,0.036,n
False,True,0.796,0.761,n
True,True,0.065,0.048,n
True,False,0.435,0.450,p
False,False,0.932,0.793,p
True,False,0.788,0.931,p
False,True,0.625,0.508,p
True,True,0.918,0.845,n
True,False,0.194,0.095,n
False,False,0.882,0.860,p
False,False,0.678,0.454,p
False,True,0.210,0.290,n
True,True,0.762,0.954,n
True,False,0.026,0.629,p
False,True,0.312,0.577,p
True,True,0.095,0.474,p
True,True,0.045,0.310,p
True,True,0.735,0.119,n
False,True,0.152,0.184,n
False,True,0.927,0.850,p
False,False,0.530,0.408,p
True,False,0.878,0.914,p
True,False,0.826,0.962,p
True,True,0.444,0.982,n
False,True,0.168,0.780,n
True,True,0.861,0.399,n
True,True,0.694,0.554,p
False,True,0.601,0.485,p
False,True,0.530,0.739,p
True,True,0.185,0.804,n
False,False,0.325,0.203,p
True,False,0.873,0.606,n
True,False,0.766,0.910,p
True,True,0.719,0.041,n
True,True,0.426,0.006,p
False,True,0.544,0.141,n
False,False,0.563,0.992,p
False,True,0.921,0.277,n
True,False,0.966,0.180,n
False,False,0.257,0.945,n
False,False,0.371,0.574,p
True,False,0.208,0.045,n
False,True,0.848,0.950,p
False,False,0.354,0.390,p
False,False,0.052,0.995,p
True,False,0.713,0.019,n
False,True,0.041,0.004,p
True,True,0.303,0.614,n
False,False,0.955,0.077,p
True,True,0.804,0.655,p
True,False,0.648,0.747,p
True,True,0.951,0.680,n
True,True,0.840,0.241,n
True,True,0.577,0.283,n
False,False,0.981,0.914,p
False,False,0.471,0.890,p
False,True,0.302,0.615,n
True,False,0.090,0.387,n
False,True,0.348,0.216,n
True,True,0.703,0.209,n
False,False,0.490,0.791,p
True,True,0.868,0.855,n
False,True,0.974,0.584,p
False,False,0.577,0.991,p
True,False,0.599,0.600,p
False,False,0.123,0.582,p
False,True,0.808,0.489,n
False,True,0.803,0.989,p
False,True,0.858,0.181,n
True,False,0.575,0.711,p
True,False,0.079,0.345,n
False,False,0.657,0.842,p
True,False,0.190,0.403,n
True,False,0.606,0.445,p
False,False,0.810,0.712,p
False,False,0.217,0.552,p
True,False,0.851,0.681,n
False,True,0.639,0.901,p
False,False,0.940,0.983,p
False,False,0.871,0.435,p
False,False,0.703,0.073,p
True,False,0.373,0.324,p
False,True,0.481,0.212,p
True,False,0.798,0.038,n
True,True,0.277,0.049,n
True,False,0.840,0.085,n
False,False,0.881,0.993,p
False,True,0.135,0.091,n
False,False,0.435,0.453,p
True,True,0.245,0.150,n
True,False,0.636,0.555,n
True,False,0.741,0.507,n
False,False,0.768,0.381,p
False,True,0.033,0.476,n
False,True,0.038,0.386,n
False,False,0.054,0.663,p
True,False,0.073,0.985,p
True,False,0.501,0.014,p
True,True,0.901,0.875,n
True,False,0.115,0.751,n
True,False,0.113,0.469,n
False,False,0.212,0.286,p
True,False,0.673,0.498,n
False,True,0.721,0.840,p
True,False,0.064,0.526,n
True,False,0.438,0.390,p
True,False,0.852,0.985,p
True,True,0.755,0.075,n
True,False,0.852,0.749,n
False,True,0.596,0.163,n
True,False,0.673,0.906,p
False,False,0.829,0.019,p
True,True,0.989,0.014,n
True,False,0.912,0.958,p
True,True,0.212,0.177,n
True,True,0.362,0.285,n
False,False,0.199,0.824,p
False,False,0.121,0.780,p
False,True,0.720,0.327,n
False,True,0.555,0.213,p
False,False,0.711,0.438,p
False,False,0.877,0.792,n
False,False,0.623,0.727,p
True,True,0.467,0.347,n
True,True,0.161,0.612,n
True,True,0.011,0.894,n
True,True,0.577,0.616,n
True,False,0.238,0.945,p
True,False,0.260,0.969,p
True,False,0.242,0.732,p
False,False,0.083,0.983,p
False,False,0.908,0.051,p
False,True,0.843,0.307,n
True,True,0.827,0.508,n
False,True,0.766,0.915,p
True,False,0.130,0.916,n
False,False,0.777,0.439,p
True,True,0.819,0.545,n
False,False,0.163,0.186,p
False,False,0.573,0.718,p
True,True,0.227,0.001,n
False,False,0.347,0.999,p
True,False,0.549,0.248,p
False,False,0.863,0.719,p
False,False,0.248,0.198,p
True,True,0.787,0.151,n
False,True,0.880,0.735,n
False,True,0.007,0.668,p
True,False,0.427,0.787,p
True,False,0.309,0.936,p
True,False,0.394,0.692,p
True,False,0.433,0.341,p
True,False,0.857,0.484,n
True,True,0.507,0.548,n
True,False,0.446,0.847,p
False,False,0.297,0.211,p
True,True,0.844,0.589,n
True,False,0.784,0.584,p
False,False,0.508,0.697,p
False,False,0.674,0.887,p
False,False,0.142,0.308,p
True,True,0.483,0.946,n
True,True,0.218,0.255,n
True,False,0.938,0.324,n
True,False,0.185,0.938,p
False,False,0.881,0.812,p
False,False,0.647,0.194,p
True,False,0.140,0.632,n
True,False,0.914,0.606,n
True,True,0.256,0.674,n
True,False,0.094,0.816,p
True,False,0.095,0.784,p
False,True,0.456,0.002,n
False,True,0.528,0.283,p
True,True,0.902,0.714,n
True,False,0.515,0.929,p
False,True,0.600,0.890,n
False,False,0.200,0.873,n
True,False,0.168,0.763,n
False,False,0.739,0.822,p
True,True,0.876,0.726,n
False,True,0.219,0.011,n
True,False,0.746,0.936,p
False,False,0.361,0.696,p
False,True,0.461,0.051,n
False,True,0.110,0.996,p
False,True,0.970,0.374,n
True,True,0.685,0.807,n
True,False,0.784,0.834,p
True,True,0.747,0.540,n
True,True,0.341,0.931,n
True,False,0.445,0.337,n
True,True,0.803,0.156,n
True,False,0.680,0.613,p
False,True,0.812,0.522,n
True,True,0.496,0.594,n
True,True,0.966,0.542,n
True,False,0.991,0.068,n
False,False,0.900,0.590,p
False,True,0.398,0.258,p
True,True,0.355,0.527,n
True,False,0.369,0.704,p
False,False,0.257,0.705,p
True,True,0.340,0.791,n
False,True,0.894,0.560,n
False,True,0.955,0.894,n
True,False,0.520,0.345,p
False,True,0.255,0.262,n
False,False,0.455,0.228,p
False,False,0.043,0.528,p
True,True,0.660,0.951,n
True,False,0.781,0.133,n
False,True,0.947,0.787,p
False,False,0.208,0.807,p
True,True,0.458,0.829,n
True,True,0.488,0.731,n
True,False,0.573,0.552,p
False,False,0.120,0.025,p
True,False,0.261,0.940,n
True,False,0.553,0.074,n
False,True,0.338,0.535,n
False,True,0.663,0.892,p
False,False,0.733,0.139,p
True,False,0.553,0.563,p
True,False,0.849,0.140,n
False,False,0.160,0.186,p
False,True,0.022,0.983,p
False,False,0.043,0.242,p
True,False,0.834,0.371,p
True,False,0.358,0.660,p
False,True,0.700,0.280,n
True,False,0.018,0.100,n
True,False,0.525,0.690,p
False,False,0.544,0.036,p
False,False,0.693,0.366,p
False,False,0.594,0.118,n
True,False,0.500,0.330,p
True,False,0.567,0.348,p
False,False,0.442,0.714,p
True,True,0.454,0.319,n
True,True,0.201,0.067,n
False,False,0.908,0.014,p
False,True,0.712,0.014,n
True,False,0.574,0.107,n
True,True,0.308,0.931,n
False,True,0.501,0.876,p
True,True,0.476,0.622,n
False,False,0.098,0.017,p
True,False,0.654,0.566,p
True,False,0.626,0.634,p
False,False,0.375,0.408,n
False,False,0.602,0.830,p
False,True,0.944,0.570,n
False,False,0.770,0.557,p
True,False,0.730,0.886,p
False,True,0.391,0.672,p
True,True,0.726,0.669,n
True,False,0.645,0.280,n
False,True,0.751,0.961,p
True,False,0.065,0.423,n
False,True,0.488,0.517,p
True,True,0.045,0.330,n
True,False,0.930,0.343,n
False,False,0.912,0.981,p
True,True,0.106,0.540,n
True,True,0.106,0.702,n
True,True,0.380,0.721,n
False,True,0.867,0.969,p
False,True,0.531,0.541,p
False,False,0.131,0.486,p
True,False,0.549,0.854,p
False,True,0.045,0.910,p
False,False,0.085,0.100,p
True,True,0.856,0.831,n
True,True,0.050,0.978,n
True,True,0.418,0.891,n
False,False,0.180,0.545,p
True,True,0.644,0.290,n
False,True,0.309,0.416,n
True,False,0.974,0.636,p
False,False,0.696,0.050,p
False,False,0.301,0.167,p
True,False,0.353,0.411,n
True,False,0.978,0.252,n
False,False,0.913,0.680,n
True,True,0.277,0.960,n
False,False,0.743,0.683,p
True,True,0.633,0.879,n
False,False,0.718,0.783,p
True,False,0.816,0.462,n
False,False,0.040,0.312,n
False,False,0.023,0.042,p
True,False,0.029,0.699,p
True,True,0.874,0.369,n
True,True,0.807,0.872,n
False,True,0.081,0.793,p
False,True,0.420,0.777,p
False,True,0.422,0.418,p
False,False,0.838,0.088,p
True,True,0.274,0.415,n
False,False,0.006,0.197,p
True,False,0.096,0.939,p
True,False,0.548,0.991,p
False,True,0.380,0.189,n
True,False,0.757,0.464,n
False,True,0.905,0.654,n
False,False,0.926,0.521,p
True,True,0.342,0.788,n
False,False,0.293,0.891,n
False,True,0.637,0.930,p
True,True,0.856,0.976,n
True,False,0.430,0.044,n
True,False,0.152,0.112,n
True,False,0.658,0.327,n
True,False,0.521,0.591,p
False,False,0.141,0.656,p
False,False,0.098,0.124,p
True,True,0.692,0.569,n
True,False,0.295,0.106,n
True,True,0.278,0.778,n
True,False,0.194,0.720,n
False,False,0.800,0.203,n
True,True,0.027,0.187,n
True,True,0.763,0.516,n
False,False,0.294,0.994,p
True,False,0.155,0.284,n
False,False,0.467,0.466,n
True,True,0.660,0.505,n
True,False,0.576,0.382,p
True,False,0.570,0.431,p
False,False,0.188,0.189,p
False,False,0.613,0.819,p
True,False,0.939,0.038,n
True,True,0.904,0.259,n
False,False,0.257,0.294,p
True,False,0.843,0.445,n
True,True,0.433,0.787,n
False,False,0.045,0.396,p
True,False,0.548,0.464,p
False,False,0.142,0.393,p
False,False,0.585,0.651,n
False,False,0.039,0.562,p
True,True,0.349,0.201,n
True,True,0.875,0.393,n
False,True,0.457,0.246,p
True,True,0.552,0.020,n
True,False,0.002,0.848,p
True,True,0.621,0.557,n
False,True,0.991,0.967,p
False,False,0.873,0.372,p
True,True,0.525,0.131,n
False,True,0.277,0.663,p
True,False,0.160,0.801,p
True,False,0.212,0.817,p
False,False,0.436,0.744,p
False,True,0.545,0.565,p
False,False,0.071,0.945,p
False,False,0.278,0.489,p
False,False,0.615,0.976,p
True,True,0.485,0.787,n
True,False,0.564,0.267,p
True,False,0.697,0.745,p
True,True,0.949,0.206,n
False,True,0.859,0.596,n
True,False,0.953,0.131,n
True,True,0.155,0.123,n
False,False,0.065,0.493,p
False,True,0.479,0.592,p
True,True,0.098,0.106,n
True,False,0.337,0.514,p
False,False,0.207,0.331,p
True,False,0.395,0.732,p
True,False,0.603,0.501,p
False,True,0.641,0.568,p
True,True,0.835,0.795,n
True,False,0.809,0.033,n
False,True,0.048,0.980,p
True,False,0.748,0.801,p
False,False,0.628,0.129,p
True,False,0.428,0.974,p
True,False,0.766,0.829,p
False,True,0.942,0.966,p
True,False,0.943,0.639,n
True,True,0.857,0.260,n
True,True,0.027,0.389,n
False,True,0.364,0.293,n
True,False,0.002,0.006,n
True,True,0.721,0.964,n
True,True,0.697,0.638,n
True,False,0.350,0.439,n
False,False,0.411,0.460,p
True,True,0.026,0.714,n
True,False,0.397,0.432,p
False,False,0.327,0.399,p
True,False,0.362,0.890,p
True,False,0.276,0.916,p
True,False,0.901,0.461,n
False,True,0.964,0.677,p
False,True,0.518,0.365,p
False,True,0.541,0.388,p
True,True,0.006,0.671,n
True,True,0.403,0.955,n
False,False,0.257,0.052,p
False,True,0.632,0.836,p
True,True,0.415,0.714,n
False,False,0.172,0.564,p
False,True,0.180,0.541,n
True,False,0.264,0.898,p
False,False,0.547,0.706,p
False,False,0.734,0.497,p
True,False,0.619,0.773,p
False,True,0.478,0.237,n
False,False,0.643,0.911,p
False,True,0.394,0.086,n
False,False,0.328,0.058,p
False,True,0.500,0.466,p
False,False,0.751,0.540,p
False,False,0.097,0.103,p
True,False,0.789,0.814,p
False,True,0.558,0.472,p
False,False,0.423,0.076,p
False,True,0.613,0.539,n
True,False,0.469,0.898,p
True,True,0.867,0.276,n
False,True,0.689,0.463,n
False,True,0.487,0.719,p
True,True,0.877,0.822,n
False,True,0.928,0.151,n
True,False,0.447,0.776,p
True,False,0.095,0.519,n
False,True,0.379,0.834,p
False,False,0.396,0.932,n
False,True,0.099,0.426,n
True,False,0.783,0.551,n
False,True,0.848,0.496,n
True,True,0.879,0.330,n
True,True,0.030,0.302,p
False,True,0.674,0.006,n
True,False,0.624,0.608,p
True,False,0.332,0.532,n
False,True,0.204,0.266,p
False,True,0.778,0.976,p
True,False,0.041,0.044,n
True,True,0.243,0.260,n
False,True,0.478,0.302,p
True,False,0.437,0.024,n
False,True,0.232,0.988,p
False,False,0.692,0.988,p
False,False,0.384,0.057,p
True,False,0.795,0.194,n
True,False,0.964,0.725,p
True,False,0.798,0.114,n
True,False,0.027,0.822,p
True,False,0.621,0.809,p
False,True,0.585,0.174,n
True,False,0.508,0.691,p
False,False,0.892,0.105,p
True,True,0.760,0.612,n
True,True,0.185,0.196,n
False,True,0.473,0.345,p
False,True,0.290,0.934,p
False,True,0.586,0.424,p
True,True,0.314,0.287,n
True,False,0.171,0.985,p
False,True,0.752,0.352,n
False,False,0.585,0.465,p
True,False,0.296,0.786,p
False,False,0.252,0.099,p
False,False,0.862,0.967,p
True,False,0.541,0.104,n
True,False,0.895,0.449,n
False,True,0.150,0.689,n
False,False,0.165,0.273,p
False,True,0.460,0.441,p
False,False,0.510,0.763,p
True,True,0.931,0.562,n
False,True,0.191,0.312,p
True,True,0.586,0.383,n
False,True,0.723,0.860,p
True,True,0.162,0.063,n
False,False,0.516,0.878,p
False,True,0.302,0.927,p
True,False,0.648,0.329,n
False,True,0.544,0.716,p
False,True,0.925,0.219,n
True,False,0.522,0.033,p
False,False,0.734,0.293,p
False,True,0.089,0.167,n
True,True,0.653,0.433,p
False,False,0.372,0.038,p
True,False,0.718,0.652,p
True,True,0.679,0.445,n
True,False,0.828,0.067,n
True,True,0.792,0.996,n
True,False,0.239,0.686,n
False,False,0.756,0.173,p
False,True,0.667,0.600,p
True,True,0.546,0.228,n
False,False,0.168,0.473,p
False,True,0.367,0.435,p
True,False,0.124,0.221,n
True,False,0.706,0.442,n
False,True,0.757,0.205,p
False,False,0.890,0.392,n
False,False,0.995,0.830,p
False,True,0.658,0.615,p
False,True,0.162,0.537,n
True,False,0.731,0.231,n
True,False,0.822,0.029,p
True,True,0.916,0.779,n
False,True,0.862,0.896,p
False,True,0.315,0.930,p
