@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
4.963,8.458,1.017,n
1.031,8.374,7.524,n
3.784,2.473,7.092,p
0.126,2.817,6.067,n
9.218,8.929,5.725,n
1.210,5.695,8.337,p
6.669,0.982,9.159,n
1.647,6.458,2.341,p
5.337,0.787,3.796,p
9.185,3.323,2.963,n
8.330,0.814,8.744,n
3.134,0.217,3.579,p
6.235,6.562,3.120,n
5.620,9.783,0.347,n
8.633,5.957,5.526,n
4.441,2.807,6.187,p
9.332,9.146,9.274,n
3.362,1.666,6.296,p
3.908,4.431,7.866,p
1.662,2.495,6.055,n
4.969,0.487,8.816,p
9.698,0.906,9.699,n
8.867,8.740,9.073,n
5.315,4.912,2.906,p
0.330,3.818,7.922,p
5.410,5.994,4.698,n
6.592,9.758,0.824,n
9.045,2.043,1.420,n
2.268,8.458,0.230,p
7.460,0.449,9.713,p
1.495,7.375,0.888,p
7.047,6.472,6.503,n
3.470,4.603,0.419,p
3.900,3.837,0.697,n
5.143,2.441,1.269,p
5.420,3.333,0.188,p
6.235,2.201,6.773,n
0.329,0.246,6.130,p
3.845,0.769,5.531,p
5.172,4.493,6.149,n
9.806,6.828,7.145,n
9.203,9.721,3.134,n
6.153,9.388,4.450,n
1.622,3.094,7.053,n
0.008,6.862,1.088,p
4.773,9.453,3.530,n
6.270,1.985,7.997,p
6.625,9.218,7.611,n
9.656,6.025,4.451,n
7.319,8.070,2.306,n
4.228,3.612,3.183,p
2.255,1.058,7.778,p
7.825,5.588,0.342,n
4.217,3.392,6.959,p
4.262,6.525,0.688,p
5.377,0.800,2.341,p
1.138,6.520,4.237,p
5.215,3.755,6.552,p
1.424,2.659,8.375,p
7.158,8.628,4.750,n
9.567,1.082,6.783,n
6.941,8.088,0.555,p
8.448,2.267,1.581,n
2.826,5.084,5.938,p
8.171,9.418,1.980,n
5.791,3.912,5.478,n
4.386,4.794,2.377,n
1.773,7.524,1.270,n
9.545,9.272,6.095,n
8.529,3.254,2.313,p
9.520,0.774,0.047,n
2.979,2.335,0.096,p
0.900,1.078,4.455,p
1.323,2.236,5.345,p
0.659,9.535,5.681,n
9.884,5.614,1.050,n
6.789,8.746,7.456,n
1.229,3.472,5.147,p
6.863,3.841,7.307,n
8.393,2.843,2.980,n
2.559,7.219,5.545,n
2.639,5.933,0.363,p
1.406,8.876,4.385,n
3.317,5.489,5.590,p
1.151,8.698,6.271,n
6.091,5.074,0.460,n
1.186,2.933,5.139,p
0.094,1.105,8.247,p
1.135,0.533,0.290,p
1.324,7.038,9.795,n
4.897,2.151,2.393,n
0.358,6.204,6.740,p
8.505,0.810,4.731,n
5.709,0.592,0.546,p
3.770,5.031,4.325,p
3.257,9.140,3.592,n
8.495,6.454,9.403,n
1.668,5.796,9.805,p
3.988,1.767,3.862,p
1.041,6.159,0.885,p
1.455,4.131,9.297,p
4.073,0.405,7.959,p
4.825,7.776,1.132,n
4.963,7.378,5.743,n
4.494,2.382,8.682,n
8.264,3.390,4.879,p
9.347,0.593,5.102,n
5.894,1.317,3.547,p
6.690,4.899,0.496,n
5.390,7.547,1.294,n
5.027,3.977,7.109,n
0.685,7.886,4.425,p
0.283,4.121,0.366,p
0.085,8.502,9.421,p
3.937,1.297,3.828,p
0.278,9.923,5.252,n
2.819,9.056,1.933,n
1.621,9.542,5.206,n
9.243,7.351,3.097,n
3.477,5.278,9.495,n
3.629,7.477,3.690,n
9.220,9.235,6.469,n
2.058,9.807,6.727,n
6.551,6.789,1.200,n
1.276,5.658,6.705,p
6.407,0.176,5.803,p
8.047,9.683,0.891,n
8.884,0.797,3.651,n
0.328,6.735,2.985,p
7.567,6.969,0.883,n
3.649,0.224,6.806,n
0.376,8.503,0.696,p
6.903,4.144,3.026,n
8.936,9.339,5.475,n
4.521,3.970,4.371,p
9.132,5.544,2.111,p
9.310,6.320,8.035,n
1.292,3.514,3.420,p
2.951,0.425,9.195,p
0.592,8.098,8.518,p
8.983,7.387,7.615,n
0.086,0.206,7.111,p
3.361,2.973,4.802,p
6.812,5.182,7.678,p
1.577,4.784,5.976,p
2.328,8.792,5.032,n
4.763,4.868,4.314,n
0.524,4.522,9.644,p
0.876,0.512,8.546,p
5.940,7.680,3.761,n
0.730,9.193,9.685,n
7.509,8.282,9.837,n
3.298,1.064,3.001,p
8.318,7.873,4.839,n
4.276,9.175,6.260,n
0.489,1.688,1.844,p
0.254,7.754,4.652,p
2.046,4.107,2.112,p
4.566,1.745,4.803,p
9.751,1.338,8.371,n
6.989,1.154,7.010,p
0.326,7.667,3.599,p
5.521,2.891,5.799,p
0.940,2.886,2.756,p
7.819,6.079,5.698,n
0.263,1.718,9.356,p
0.059,7.515,9.134,p
2.473,6.637,4.377,n
7.095,3.427,2.375,n
0.402,8.545,2.180,p
2.392,8.655,6.703,n
0.274,5.340,4.196,p
8.878,5.603,4.281,n
4.016,0.029,6.936,p
3.622,5.531,4.785,n
2.232,3.925,4.853,p
7.214,0.867,4.413,p
5.301,0.268,0.074,p
4.925,1.279,2.111,p
4.155,4.187,0.389,n
4.756,3.120,1.399,p
4.865,4.112,5.353,p
1.200,6.452,9.027,p
7.210,3.439,2.511,n
7.274,6.012,4.789,n
7.953,1.057,7.395,n
1.367,7.274,9.704,p
1.242,0.852,4.647,p
2.091,6.013,9.576,p
8.697,5.495,0.216,n
7.460,0.884,1.543,p
1.212,5.177,3.977,p
5.337,6.015,1.122,n
0.531,3.923,6.128,p
8.162,4.594,4.366,n
7.581,3.806,3.898,n
2.364,6.031,1.059,p
1.710,3.220,4.017,p
0.791,5.136,0.530,p
5.766,2.894,3.658,p
6.144,1.865,1.714,p
2.872,9.677,4.672,n
6.954,1.044,4.646,p
4.182,2.742,8.079,p
9.004,6.073,8.850,n
4.647,1.704,9.037,p
6.396,3.815,8.735,n
1.524,1.499,1.151,p
0.816,5.193,3.207,p
2.486,9.540,4.978,n
9.170,1.543,1.243,n
3.939,1.510,1.758,p
7.878,5.120,9.437,n
9.516,0.981,7.121,n
5.181,6.902,5.142,n
4.899,3.622,8.933,p
3.745,6.599,3.826,n
1.675,4.867,7.085,p
6.153,8.545,7.688,p
9.682,5.727,3.698,n
2.631,4.587,3.912,p
8.124,1.901,5.750,n
0.503,2.818,6.978,p
9.830,5.718,6.939,n
5.388,2.042,8.397,p
1.585,3.664,7.933,p
3.913,4.998,6.213,p
4.952,0.288,5.528,p
2.437,6.207,4.816,p
9.730,6.707,1.082,n
3.295,1.649,6.338,p
6.230,8.230,6.668,n
8.152,4.078,0.044,n
2.861,5.126,1.922,n
2.153,3.823,3.301,p
7.614,2.937,0.944,n
5.577,1.621,8.240,p
1.939,5.274,4.104,p
7.172,3.118,8.540,n
2.543,0.284,3.653,n
3.366,7.523,8.434,n
6.611,2.970,1.861,n
1.948,4.629,2.575,p
9.678,0.465,2.724,n
2.090,3.272,0.463,p
5.035,0.263,9.558,n
7.045,2.466,9.064,n
0.071,9.829,8.802,n
5.946,0.537,7.299,p
7.640,2.314,0.356,n
5.367,1.705,5.106,p
7.815,3.290,9.980,p
1.877,0.617,6.492,p
8.248,7.698,2.853,n
8.569,1.503,0.655,n
3.701,3.009,4.193,p
1.149,9.345,5.459,p
6.938,7.957,2.342,n
1.091,2.338,6.362,p
1.109,3.078,3.554,p
5.653,1.503,2.416,p
1.437,5.578,0.138,p
3.266,1.231,2.971,p
5.680,2.194,5.505,p
7.078,8.166,5.096,n
8.189,1.926,6.790,n
1.380,2.146,8.391,p
3.717,0.671,2.149,p
4.108,3.019,4.646,p
4.322,7.070,8.323,n
2.915,2.340,7.757,p
0.479,9.299,3.185,p
8.670,8.478,6.636,n
4.128,2.076,8.172,p
2.196,2.889,5.263,p
0.305,1.065,4.955,n
5.026,7.201,8.045,n
4.791,0.169,1.795,p
2.787,3.310,5.895,p
3.950,2.530,2.834,p
2.556,6.680,5.579,n
7.507,0.016,0.846,p
6.484,8.971,8.311,n
1.967,8.547,8.536,n
5.343,4.972,8.797,p
1.295,8.146,5.366,n
3.468,6.090,1.942,n
3.387,4.884,8.376,p
9.445,4.952,6.442,p
1.603,2.318,1.695,p
2.842,8.722,1.977,n
0.489,4.194,8.679,p
7.163,9.510,3.911,n
4.500,0.571,8.063,p
1.102,9.333,9.722,n
7.629,0.369,3.331,n
0.219,2.331,0.759,p
6.889,9.194,2.734,n
6.012,8.877,0.935,n
3.492,3.982,6.214,p
4.145,1.680,4.684,p
2.270,0.248,5.916,p
3.878,0.035,6.203,p
1.479,2.623,0.106,n
1.750,3.270,9.777,p
3.349,9.810,1.471,n
2.405,2.983,1.014,p
1.072,8.339,4.275,n
8.239,8.468,6.350,n
8.861,8.819,4.989,n
2.618,4.864,8.323,p
4.599,3.733,9.400,p
5.364,0.761,7.724,p
3.867,1.741,6.633,n
7.918,8.223,1.247,n
5.500,7.951,3.651,n
0.367,2.489,3.057,p
0.755,5.013,8.717,p
3.713,2.189,0.438,p
7.687,3.949,0.579,n
1.276,4.896,4.737,p
7.676,1.871,7.881,n
2.977,2.743,8.924,p
9.917,5.515,4.425,n
4.132,9.440,0.869,n
9.477,3.624,4.273,n
3.218,4.373,0.917,p
9.948,3.919,8.512,n
3.725,2.830,7.641,p
1.533,7.959,4.236,n
0.203,1.051,3.643,n
6.167,7.506,8.466,n
5.390,9.945,3.046,n
9.567,6.805,1.781,n
0.688,3.655,3.960,p
2.518,5.286,3.904,p
0.427,3.097,9.219,n
9.641,6.887,0.719,n
4.905,2.344,7.523,p
5.351,6.343,9.750,n
6.539,3.626,9.143,p
6.224,4.319,5.036,p
0.198,3.272,0.745,n
9.117,4.679,3.906,n
3.596,4.700,1.198,n
6.800,6.983,2.818,n
2.230,4.139,1.482,p
6.598,1.987,8.790,p
6.175,7.661,4.682,n
3.351,7.497,8.997,p
1.141,1.561,6.720,p
3.069,4.121,9.828,p
1.765,7.313,9.489,n
1.441,1.202,7.219,p
2.528,9.429,9.602,n
5.549,1.519,2.958,p
5.142,0.750,7.775,p
4.091,8.274,8.603,n
4.119,7.437,0.812,n
3.093,7.386,5.928,p
1.028,3.540,3.401,p
0.950,0.750,1.612,p
2.838,7.282,9.937,p
3.151,1.478,1.805,p
2.115,8.461,0.008,n
7.084,8.215,1.739,n
4.317,9.341,5.335,n
2.416,7.881,2.864,n
3.260,1.113,1.495,p
3.821,2.870,2.134,p
5.017,1.486,6.985,p
3.321,2.558,4.902,n
0.708,5.690,2.321,p
1.872,8.971,4.450,n
7.262,8.220,3.657,n
4.009,8.332,3.625,n
5.014,3.001,1.511,p
4.295,7.408,8.931,n
3.255,1.660,0.781,p
3.732,1.739,3.215,n
5.837,3.952,1.435,n
2.064,2.925,6.846,p
0.154,4.577,3.427,p
9.340,6.032,9.235,n
2.964,0.455,0.197,p
0.185,0.097,2.742,p
4.688,4.449,9.419,n
4.916,4.380,7.400,n
5.963,6.643,2.953,n
1.514,2.311,9.336,n
1.960,5.191,7.737,p
3.960,0.439,4.041,p
5.452,8.892,5.489,n
9.087,9.817,8.622,n
9.190,0.972,1.045,n
4.681,2.064,7.072,p
6.364,0.684,0.257,n
4.651,9.389,4.274,n
6.368,3.190,8.149,n
7.064,3.410,3.616,n
4.278,1.729,2.064,p
6.945,0.012,2.811,p
3.657,9.088,0.009,n
6.055,8.706,0.179,n
4.443,1.582,4.886,p
7.463,9.817,2.355,n
9.243,9.175,3.704,n
0.151,7.435,6.404,p
2.887,7.745,6.750,n
1.750,6.553,2.634,p
0.866,2.976,7.758,n
6.922,0.180,4.412,p
4.497,6.062,1.456,n
0.821,6.924,6.109,p
2.900,8.079,1.985,n
6.184,7.031,6.952,p
4.942,0.101,3.612,p
5.115,7.691,2.161,n
3.791,5.034,6.782,p
6.139,5.149,0.415,n
3.818,1.083,6.175,p
7.035,6.852,6.825,n
4.818,1.826,1.939,p
8.853,2.123,0.403,n
4.789,8.779,4.165,n
1.555,7.148,6.295,p
0.849,9.068,6.397,n
0.400,8.589,7.338,p
3.794,8.227,1.960,p
1.864,1.295,9.069,p
7.457,5.817,8.596,n
4.573,6.007,1.992,n
3.424,6.394,9.274,n
4.266,0.892,1.011,p
9.578,4.579,6.678,n
0.459,8.826,2.217,n
0.230,0.016,4.813,p
7.995,0.658,7.362,p
3.111,9.751,0.227,n
1.317,4.067,7.936,n
1.609,1.403,2.772,p
2.214,8.008,9.191,n
5.115,0.805,5.172,p
9.930,4.366,2.848,n
5.076,0.833,5.409,p
3.897,7.723,0.507,n
1.337,9.539,0.085,n
4.293,3.579,3.198,p
9.524,6.318,9.355,n
2.044,2.383,9.358,p
9.334,9.326,0.955,n
0.952,9.998,8.188,n
4.490,0.506,1.642,p
8.183,8.146,5.950,n
0.560,4.210,0.449,p
3.252,8.619,5.228,n
0.214,5.242,2.355,p
3.809,1.426,8.022,p
5.477,2.123,7.969,p
6.223,2.519,3.974,p
9.036,3.514,6.161,n
2.034,0.097,3.449,p
0.734,4.814,2.086,p
6.036,1.290,7.054,p
9.193,5.643,5.147,n
0.301,3.011,2.946,p
8.309,1.032,9.230,n
0.286,7.708,7.083,p
3.987,7.409,9.370,n
7.972,6.740,0.790,n
1.908,4.879,9.460,p
8.255,1.421,1.545,p
8.482,7.679,4.344,n
1.926,3.958,6.925,p
2.734,2.260,8.140,p
4.695,3.144,6.561,n
8.837,8.868,8.567,n
9.601,0.402,0.263,n
5.140,1.090,4.843,p
1.114,3.829,6.910,p
2.145,0.103,8.385,p
1.223,3.635,8.405,p
3.875,6.366,1.090,n
2.748,7.161,5.447,n
6.279,8.146,1.842,n
5.694,7.022,8.692,n
3.781,2.444,2.561,p
9.260,7.670,0.881,p
6.467,5.479,3.995,n
8.051,7.543,7.364,p
2.684,8.311,5.929,n
2.181,7.485,2.947,n
0.337,6.648,5.784,p
6.409,7.012,2.299,p
6.415,9.602,1.886,n
2.264,1.034,3.528,p
8.487,2.142,9.576,n
3.857,1.202,2.250,p
2.836,3.138,7.122,p
9.982,3.333,4.378,n
7.461,6.942,6.913,n
2.553,6.707,4.775,n
2.996,5.904,1.123,p
7.578,6.484,4.184,p
0.648,1.817,4.673,p
2.303,4.213,0.379,p
4.089,2.829,0.342,p
0.488,7.975,2.132,p
0.668,7.492,1.187,p
0.843,6.774,9.575,p
8.101,0.730,3.642,p
8.676,1.783,5.930,p
7.144,4.222,2.020,n
7.294,5.563,6.584,n
3.366,1.415,5.970,p
5.623,2.908,7.192,n
0.451,5.447,3.755,p
3.125,3.677,5.603,p
7.016,6.597,4.284,n
3.079,3.292,0.778,p
3.554,0.077,8.570,p
0.544,7.155,0.473,p
5.915,4.324,5.038,n
2.974,4.726,6.446,p
7.108,3.612,0.057,n
3.557,5.865,7.443,p
7.617,0.518,7.004,p
1.229,1.721,4.721,p
6.744,4.603,4.763,n
6.247,4.054,1.451,n
7.125,1.908,9.311,n
5.532,4.866,3.616,n
4.525,5.115,5.319,n
7.626,7.339,9.915,n
7.282,2.974,6.642,n
4.566,9.034,0.117,n
0.782,7.004,4.325,p
4.701,0.372,0.719,p
1.550,0.577,6.813,p
7.062,3.895,6.423,p
7.885,0.481,5.927,n
1.839,0.792,6.663,p
3.222,6.677,8.310,n
6.167,5.063,7.852,n
9.575,1.066,3.607,n
4.497,2.992,6.920,p
1.177,9.178,3.915,n
5.861,2.001,5.543,p
0.127,3.421,6.581,n
9.433,2.728,6.472,n
0.399,4.162,9.559,p
2.959,0.919,6.366,p
5.207,6.924,5.829,n
5.807,5.691,8.370,n
0.533,7.153,7.472,p
5.253,8.413,4.338,n
1.175,9.336,3.049,n
1.722,0.134,6.639,n
2.831,7.387,5.925,n
5.716,1.524,4.402,p
0.354,7.613,1.625,p
6.826,3.131,8.394,n
4.747,8.832,1.092,n
4.730,1.517,4.178,p
0.524,4.423,0.766,p
0.229,5.687,7.946,p
0.097,0.454,4.910,p
2.838,0.024,4.272,p
7.454,6.862,2.043,n
2.094,0.795,1.518,p
6.258,1.431,5.110,p
3.328,6.892,9.582,n
8.312,4.523,0.471,n
9.882,6.322,5.470,n
6.845,4.376,8.908,p
6.248,3.385,6.796,n
9.520,7.963,1.619,n
6.197,0.185,3.910,p
2.100,8.094,7.458,n
8.013,5.430,7.691,n
9.670,4.908,0.430,n
0.072,9.256,8.167,n
7.264,0.211,7.719,p
0.706,7.699,4.847,p
9.687,6.418,3.252,p
1.433,0.560,8.666,p
5.148,3.611,5.590,p
6.104,1.791,0.781,p
6.383,9.319,5.507,p
2.924,2.971,4.631,p
4.223,4.621,4.741,p
6.401,6.314,7.868,n
9.219,0.166,1.616,n
0.259,6.272,8.756,p
8.529,6.804,9.195,n
3.422,2.777,6.740,p
8.961,0.453,7.491,n
6.103,2.432,7.636,p
5.810,3.618,0.699,n
2.950,1.204,1.233,p
4.939,3.776,5.428,p
9.281,5.710,9.831,n
6.120,2.764,0.429,p
2.509,9.014,8.740,n
0.097,3.862,9.860,p
4.581,5.505,1.250,n
4.604,0.297,7.440,p
6.875,6.960,7.077,n
1.033,4.278,0.459,n
7.164,8.621,3.668,p
6.300,6.848,1.904,n
3.862,0.293,1.306,p
5.280,8.485,4.988,n
2.833,0.289,7.656,p
4.160,0.309,4.664,p
5.969,4.087,4.373,p
8.041,7.704,1.766,n
4.421,0.910,1.110,p
8.156,1.200,8.056,n
2.810,1.684,4.103,p
6.546,4.596,7.387,p
3.158,5.845,3.855,n
0.913,8.929,2.923,n
5.673,7.807,2.659,n
7.935,7.173,1.858,n
6.491,1.780,3.848,n
7.182,0.926,1.951,p
1.289,2.307,7.660,p
0.616,4.222,4.302,p
3.869,1.140,5.365,p
2.359,6.598,1.099,p
9.505,8.808,8.628,n
4.864,2.137,2.697,p
9.501,4.021,6.682,n
8.879,2.972,6.574,p
7.824,1.950,4.543,n
8.469,7.759,2.078,n
4.181,9.243,4.403,n
3.334,4.878,5.056,p
8.786,6.000,9.599,n
2.511,6.024,1.602,n
1.474,9.939,1.375,p
1.688,2.224,9.320,p
4.180,2.279,5.767,p
8.981,5.086,5.645,n
3.442,1.860,8.619,p
0.228,1.381,8.548,p
2.684,7.898,7.151,p
1.646,3.484,8.880,p
8.433,0.238,3.437,p
1.323,1.133,7.253,p
0.060,6.877,2.468,p
1.650,8.402,2.291,p
2.387,9.508,5.102,n
9.507,0.000,2.013,n
7.848,9.894,2.504,n
6.242,6.270,5.744,n
8.158,9.936,2.656,n
5.563,1.964,4.010,p
8.043,5.978,8.604,n
3.950,3.878,6.787,p
9.405,8.281,8.458,p
6.195,4.586,4.546,n
1.968,0.564,7.995,p
7.048,4.207,5.433,n
1.868,3.621,1.654,p
4.120,2.556,6.912,p
3.507,2.392,8.217,p
2.533,6.060,6.250,n
7.730,7.261,7.828,p
6.253,0.989,4.969,p
0.466,0.200,6.666,p
5.305,9.006,1.649,p
9.016,1.221,0.193,n
0.340,4.145,0.187,p
0.250,9.972,2.775,n
1.601,1.146,4.651,n
8.261,8.235,5.794,n
9.836,1.506,8.133,n
3.075,2.916,8.204,p
0.935,4.633,2.641,p
8.782,2.277,0.288,n
5.426,2.944,1.952,p
5.665,6.058,1.815,n
3.668,6.727,0.016,n
9.754,5.883,8.108,n
1.013,6.259,7.904,p
2.332,2.554,4.542,p
0.164,8.195,4.731,p
2.989,0.571,1.180,p
6.310,7.082,5.270,p
0.548,6.575,3.721,p
0.505,4.456,1.498,p
5.900,9.570,4.601,n
5.308,6.697,9.928,n
0.297,4.187,6.479,p
7.718,7.172,5.057,p
2.538,7.479,0.316,n
6.344,10.000,3.907,n
1.486,8.680,2.661,n
4.771,1.046,5.887,p
8.235,3.764,6.367,n
5.597,5.759,4.863,n
3.152,4.437,3.340,p
0.034,4.990,5.286,n
3.691,6.228,2.032,n
6.479,2.949,2.453,n
9.464,9.713,5.637,p
6.218,8.075,8.832,n
5.589,9.917,5.363,n
2.510,7.520,3.644,p
7.294,6.192,0.130,n
5.078,0.155,6.431,p
6.820,4.244,3.733,n
5.536,4.387,6.861,n
8.629,7.998,2.030,n
3.945,9.018,9.674,n
6.374,5.659,2.952,n
6.509,2.013,9.333,p
6.678,3.473,3.464,p
2.630,8.857,7.000,n
0.838,0.743,8.654,p
0.010,6.115,2.636,p
1.627,4.172,6.190,p
8.388,6.786,2.418,n
7.681,2.104,4.636,n
9.030,8.589,1.049,n
8.455,9.634,8.671,n
2.772,8.827,1.911,n
0.228,0.434,5.450,p
9.245,6.796,1.850,n
4.361,6.881,9.165,n
3.053,3.170,2.014,p
6.183,1.665,9.263,p
3.172,9.522,7.529,n
7.202,7.125,7.781,n
1.680,5.148,4.365,p
4.100,7.524,4.224,n
3.849,6.125,8.456,n
2.939,1.722,7.725,p
8.005,3.530,4.650,n
4.417,9.322,2.069,n
4.599,6.943,9.754,n
0.122,2.702,9.245,p
1.287,7.985,4.926,n
3.547,2.138,4.018,p
7.557,4.502,0.514,p
7.352,5.099,7.546,n
0.132,6.262,6.845,p
0.232,4.718,3.692,p
0.161,3.307,6.766,p
8.541,2.320,1.076,n
1.394,4.067,8.124,p
0.059,1.252,3.692,n
2.536,6.305,4.676,p
5.866,6.282,0.247,p
2.025,3.124,8.063,p
7.001,4.326,4.908,n
5.351,1.541,2.683,n
0.069,0.099,1.717,p
6.641,0.123,7.543,p
8.519,7.353,6.260,n
9.893,6.119,1.132,n
0.028,0.657,0.122,p
0.922,5.878,5.014,n
6.186,7.470,3.318,n
2.632,2.236,4.732,p
3.783,1.132,4.640,p
7.251,0.741,8.755,p
1.996,2.499,8.969,n
3.359,3.505,7.647,p
1.251,8.222,0.400,n
0.402,1.279,3.042,p
9.254,7.371,2.461,n
9.337,8.181,9.988,n
7.950,1.611,0.648,n
2.538,5.175,2.137,p
5.634,1.549,6.699,p
9.443,6.081,4.231,n
2.613,8.791,6.930,n
4.121,7.700,3.885,n
0.565,9.687,1.981,n
5.739,6.316,7.742,n
0.440,0.895,2.497,p
5.887,4.912,9.435,n
5.110,9.577,3.109,n
9.839,5.037,7.388,n
8.518,9.511,7.091,n
4.062,9.494,2.460,n
3.903,1.526,0.457,n
9.363,1.412,9.718,p
2.178,9.859,9.099,p
3.453,9.375,4.703,n
0.126,7.594,5.244,p
4.915,9.324,6.512,n
8.026,2.345,4.800,n
5.606,9.627,5.107,n
3.430,2.304,9.089,p
7.909,0.026,6.430,n
3.229,4.780,9.254,p
5.735,1.128,0.237,p
4.187,9.446,8.817,p
6.525,1.207,3.611,p
1.295,7.682,9.287,p
5.027,9.633,9.942,n
8.464,7.034,6.955,n
7.614,0.269,8.899,p
7.560,6.771,3.350,n
5.252,4.297,1.247,n
6.977,1.536,2.655,p
2.152,3.738,3.948,p
6.009,4.371,3.967,n
4.809,2.961,7.422,p
3.526,3.309,8.170,n
1.510,3.231,5.515,p
3.977,1.400,4.530,n
0.680,6.720,1.153,p
4.593,5.842,0.525,n
0.471,9.829,9.082,n
4.763,1.437,4.811,p
9.472,7.876,3.622,n
1.033,7.363,8.940,p
2.846,1.110,5.081,p
8.987,2.867,9.372,n
5.247,0.820,3.152,n
6.421,8.839,3.147,n
9.618,9.965,1.549,n
1.955,5.590,7.558,p
3.427,1.519,8.408,p
3.213,1.345,3.780,p
1.497,7.154,5.444,p
0.536,9.023,7.638,n
3.318,2.125,1.164,p
0.965,2.321,0.721,n
2.557,3.906,2.816,p
0.373,6.908,1.592,p
1.562,0.854,6.642,p
9.486,9.965,8.199,n
4.755,0.188,6.016,p
2.691,2.913,3.010,p
4.199,2.677,5.018,p
7.891,0.826,2.738,p
6.184,1.132,0.813,p
1.332,4.597,1.083,p
0.918,0.516,2.231,p
3.616,1.278,9.944,p
4.819,2.540,2.591,p
4.925,1.545,6.719,p
2.349,2.521,7.801,p
1.642,3.879,4.272,p
0.889,6.973,1.521,p
4.493,3.249,9.728,p
5.810,5.655,3.015,p
2.070,5.540,5.867,p
5.054,7.183,8.498,p
8.815,2.380,4.277,n
1.868,8.625,1.952,p
3.471,5.790,0.784,n
1.310,5.506,7.290,p
8.117,6.348,1.601,n
8.323,5.153,8.835,n
4.546,1.265,3.691,p
2.884,6.593,8.589,n
1.385,4.895,4.268,p
7.831,0.746,1.922,n
9.444,9.406,8.441,p
0.370,5.161,6.958,p
7.251,7.425,0.598,n
2.062,2.491,4.032,p
4.752,9.257,3.633,n
1.460,6.811,9.672,p
1.213,2.700,3.930,p
7.934,3.332,1.267,n
1.652,6.131,8.914,p
0.480,6.854,6.043,p
8.001,1.750,4.546,n
1.599,7.274,8.971,p
5.533,2.958,5.894,p
6.259,8.315,9.478,n
8.767,1.766,6.857,n
9.579,4.852,0.181,n
3.148,4.248,0.742,p
4.000,1.187,3.976,p
9.849,2.032,0.271,n
0.257,3.940,4.712,p
3.137,4.023,3.411,p
8.479,2.368,4.793,n
0.253,7.032,1.579,p
5.480,6.195,0.095,n
1.638,7.933,2.648,n
2.679,1.456,8.763,p
7.978,1.431,1.879,n
2.922,9.191,5.339,n
2.273,3.102,2.579,p
3.831,3.290,7.470,p
7.121,5.122,1.318,n
1.265,7.054,1.541,p
0.670,6.092,6.069,p
2.338,4.936,7.156,p
9.523,7.285,4.990,n
2.813,7.463,7.989,n
1.248,3.824,2.002,p
8.170,2.053,9.089,n
6.052,2.020,5.908,p
4.677,5.087,4.492,n
9.171,8.411,8.904,n
0.289,6.151,0.765,p
7.583,7.507,4.528,n
8.381,7.823,8.587,n
8.564,6.479,4.121,p
6.907,7.461,1.311,n
9.590,8.251,4.501,n
1.062,1.154,2.821,p
9.686,0.030,1.233,n
5.768,6.095,1.911,n
4.103,4.632,2.805,p
0.956,4.740,8.740,p
2.310,1.104,5.956,p
7.058,2.619,1.999,n
3.741,1.818,9.871,p
5.526,1.240,0.054,p
7.008,7.327,9.028,n
8.204,4.288,5.597,n
7.066,8.954,9.303,n
6.949,6.730,5.208,n
7.536,0.280,0.558,p
2.953,5.525,7.669,p
2.394,5.289,3.371,p
9.890,5.263,5.083,n
7.924,3.208,2.812,n
7.136,7.293,4.873,n
1.904,5.799,5.544,p
5.862,5.203,6.085,n
3.285,0.100,4.382,p
6.172,9.677,7.665,p
2.148,7.515,2.677,n
3.680,9.985,4.191,p
0.901,7.979,6.225,p
3.483,4.115,8.499,p
5.348,1.937,8.066,p
3.400,6.775,7.492,n
0.591,3.568,9.711,p
6.771,6.619,0.036,p
6.453,1.541,0.456,p
4.312,5.602,7.755,n
8.193,6.680,7.260,n
0.984,9.874,6.449,n
6.768,5.226,2.610,p
8.982,9.960,6.266,n
1.094,2.950,7.406,p
3.427,9.156,6.710,n
4.423,2.123,6.930,p
1.359,5.908,7.192,p
4.710,3.039,7.329,p
4.736,2.535,8.505,p
8.592,9.894,5.129,n
0.806,6.951,5.165,p
7.431,9.120,5.244,n
8.038,4.775,2.956,n
6.477,2.191,4.144,p
9.870,1.210,4.327,n
2.611,1.029,3.186,p
6.891,6.319,7.416,n
4.839,7.585,1.279,p
9.236,5.747,3.743,n
1.769,5.473,1.367,p
4.013,8.824,6.957,n
9.667,7.575,7.145,n
1.998,3.381,5.829,p
9.379,3.474,6.903,n
2.737,8.385,7.039,n
9.792,8.197,3.739,p
1.374,4.865,8.128,p
2.145,3.653,3.246,p
0.658,0.953,2.889,p
2.688,5.264,5.941,p
8.183,7.874,9.824,n
9.487,1.408,0.989,n
8.282,4.682,2.062,n
9.888,3.210,7.816,n
8.000,6.545,9.808,n
1.453,2.388,0.051,p
1.624,4.250,9.010,p
1.539,4.718,1.112,p
8.581,4.914,6.069,n
7.718,1.176,4.119,p
3.274,6.214,1.931,n
1.841,5.352,9.777,p
8.652,0.019,8.825,p
1.788,3.149,9.989,p
1.735,3.712,5.227,p
2.653,4.989,1.588,p
7.529,5.256,7.544,n
1.042,7.300,8.383,p
8.237,7.794,1.267,n
6.878,0.014,5.052,p
5.454,9.982,3.075,n
