@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
1.797,1.360,3.475,p
3.248,3.679,2.470,p
0.894,1.742,9.643,p
3.040,4.232,2.480,p
1.437,2.203,0.811,p
5.745,0.493,4.505,p
1.745,5.986,6.011,p
2.568,2.745,5.419,p
0.921,9.219,2.664,n
6.933,1.702,2.093,p
1.765,2.101,7.526,p
8.966,5.372,4.721,n
8.992,6.333,2.936,n
4.697,0.565,6.287,p
8.367,9.375,1.169,n
4.153,9.637,8.317,n
4.818,8.984,7.922,n
7.506,5.418,2.832,n
3.759,5.872,2.296,n
5.900,5.883,9.637,n
2.528,0.417,0.185,p
3.128,8.149,3.277,n
7.695,8.557,0.566,n
6.014,9.474,6.274,n
8.025,9.021,6.753,n
3.894,2.058,5.594,p
1.765,3.042,2.311,p
6.946,3.539,2.481,n
0.824,5.156,8.525,p
8.881,5.613,2.948,n
3.302,7.606,0.363,n
1.526,0.199,3.169,p
9.918,2.427,3.981,n
6.312,0.622,7.819,p
4.764,3.567,2.799,p
3.749,7.446,0.972,n
0.452,0.738,0.041,n
4.797,9.140,7.060,n
5.603,7.220,3.670,n
7.991,8.920,3.168,n
2.106,2.508,3.477,p
4.692,8.162,1.422,n
8.490,6.426,1.524,n
7.805,2.068,9.689,n
2.798,6.663,7.723,n
3.140,1.500,9.933,p
4.659,8.827,2.839,n
7.230,6.521,4.603,p
8.486,3.925,0.089,n
6.072,2.135,2.257,p
1.602,9.311,5.976,n
1.314,4.768,9.265,p
8.665,2.710,7.074,n
3.742,5.112,0.690,p
5.205,3.459,4.693,p
2.521,0.283,3.639,p
3.223,2.626,4.099,p
7.162,0.502,9.102,p
3.702,2.578,9.353,p
0.825,7.159,7.224,p
8.476,2.340,1.296,n
4.416,1.666,5.382,p
1.149,1.026,0.315,n
4.282,1.172,0.465,p
2.692,5.396,2.922,p
9.800,5.853,8.053,n
3.921,0.066,4.433,p
8.780,9.699,1.910,n
8.940,5.006,8.026,n
1.727,2.519,0.523,p
8.760,5.101,7.034,n
0.320,5.614,5.252,p
3.419,5.256,8.246,p
2.148,4.570,8.168,p
5.926,7.116,0.623,n
6.011,1.741,3.645,n
5.661,5.362,0.643,n
0.267,5.568,4.202,p
0.990,4.302,6.230,p
8.758,6.507,6.968,n
3.065,5.663,5.161,n
5.650,6.392,0.670,n
4.281,2.117,2.519,p
6.239,2.843,7.800,p
8.034,5.892,7.741,n
0.890,1.049,7.860,p
3.154,8.386,4.989,p
2.169,0.253,3.977,p
1.205,9.818,7.475,n
3.057,6.476,7.367,n
9.034,2.978,7.261,n
9.524,2.277,1.256,n
0.395,8.130,7.906,p
5.460,8.059,6.970,n
3.836,6.382,9.415,n
9.411,2.453,4.405,n
2.386,9.432,0.923,n
2.746,2.730,7.924,n
1.024,5.965,7.059,p
5.899,8.475,9.447,n
7.880,3.837,5.200,n
1.181,1.628,2.015,p
2.823,8.788,8.138,n
1.473,7.827,1.555,n
9.031,0.775,9.995,n
6.401,1.119,9.851,p
2.773,2.068,0.551,p
2.909,2.785,6.623,p
4.883,5.370,1.115,n
0.211,3.325,2.882,p
5.390,2.150,7.332,p
0.176,7.514,8.257,p
4.131,7.681,5.334,n
5.805,1.670,8.717,p
6.079,2.272,0.336,p
6.765,2.170,4.772,p
6.744,7.581,8.808,n
8.346,7.648,4.922,n
5.415,5.253,5.655,n
4.704,0.992,5.185,p
4.860,5.743,7.798,n
3.391,7.772,5.381,n
8.228,3.380,0.440,n
6.437,3.137,7.722,n
9.530,8.919,2.725,n
8.728,1.609,3.244,n
0.885,3.953,7.852,p
7.764,7.484,1.748,n
0.024,4.151,6.737,p
5.734,7.510,0.833,n
9.035,6.916,0.055,n
7.112,5.307,2.226,n
4.863,9.684,8.881,n
5.114,3.852,6.319,n
5.993,5.754,1.946,n
0.478,2.049,2.477,p
5.124,4.068,1.092,p
9.807,3.827,6.071,n
1.645,0.326,2.018,p
7.460,1.530,3.349,p
7.898,7.302,0.759,n
8.547,5.630,2.768,n
3.279,7.141,6.123,n
6.466,1.590,7.674,p
1.060,1.800,5.394,p
2.122,5.392,8.854,n
9.689,9.440,3.302,n
6.157,9.845,7.759,n
0.134,7.024,6.140,p
5.757,9.136,5.015,n
5.027,3.241,6.238,n
5.636,0.081,1.721,p
5.006,1.246,5.634,p
3.437,1.601,1.605,p
7.325,5.641,1.108,n
1.740,6.913,4.438,p
1.331,7.120,0.454,p
6.439,9.017,2.683,n
0.252,9.869,3.768,p
7.413,6.299,5.437,n
7.526,7.816,2.073,n
6.698,5.734,9.168,n
7.893,9.331,7.619,n
1.895,3.131,5.985,p
9.879,2.090,3.190,p
7.400,9.956,4.695,n
8.751,2.795,6.577,n
2.399,4.604,4.910,p
4.756,4.176,9.923,p
8.132,4.018,8.364,n
5.065,5.761,1.858,n
6.882,9.928,6.151,n
4.514,7.415,7.935,p
5.350,1.260,6.929,p
3.704,8.149,3.817,n
9.971,4.948,5.769,n
8.195,7.784,3.132,p
0.861,5.308,5.177,p
1.499,5.043,4.517,p
9.128,1.039,4.195,n
3.259,2.322,6.395,p
9.261,7.335,9.591,n
4.311,4.174,6.811,p
2.005,2.712,9.177,p
5.459,9.856,2.111,n
4.450,0.175,2.992,n
5.636,3.894,8.120,n
2.495,1.644,8.595,p
7.824,3.419,2.095,n
7.574,2.398,4.771,n
2.955,3.467,4.440,p
0.814,7.982,5.709,p
3.695,7.722,5.458,n
3.380,4.679,7.360,n
2.225,1.426,3.762,p
9.436,8.615,4.051,n
8.097,2.224,8.192,p
5.214,1.611,4.676,p
5.463,5.650,2.773,n
8.659,5.151,1.669,n
6.293,8.997,9.847,n
4.067,0.201,1.658,p
0.858,7.876,1.729,p
8.507,6.031,6.849,n
2.317,1.847,6.763,p
5.883,2.634,8.289,p
2.059,3.498,3.847,n
1.399,2.661,1.348,p
2.516,8.493,8.524,n
2.481,4.355,4.982,p
7.569,8.173,0.217,n
3.762,9.248,0.190,n
8.857,6.107,9.423,p
8.667,3.154,5.337,n
6.711,2.165,0.589,p
0.041,0.450,1.781,p
2.731,5.416,3.972,p
3.391,1.490,4.511,p
7.387,5.167,3.336,n
1.260,0.306,7.721,p
7.913,2.973,3.840,n
5.210,1.054,4.651,p
0.966,2.878,9.426,p
4.353,9.731,4.832,p
1.704,3.066,2.414,p
1.648,4.306,9.132,p
2.517,5.431,9.352,p
8.035,1.111,9.600,n
4.335,4.886,5.509,n
6.387,4.572,4.001,n
7.270,7.604,3.469,p
2.174,7.758,1.181,n
9.388,0.384,5.719,n
5.356,9.788,1.718,n
6.435,9.992,9.580,p
4.665,6.338,4.077,n
9.793,2.165,8.245,n
8.666,7.730,1.024,p
0.830,0.557,9.235,p
8.290,5.536,3.648,n
2.271,4.938,9.135,p
4.862,0.845,0.105,p
6.776,3.810,7.380,n
2.785,3.537,5.051,p
1.175,1.582,9.305,p
0.788,5.548,5.835,n
0.551,1.213,7.933,p
8.870,8.012,5.377,n
5.714,6.454,7.902,n
4.936,9.757,2.509,n
8.372,8.733,4.514,n
3.326,4.607,8.874,p
8.368,4.856,4.776,p
4.578,3.733,8.757,p
5.875,6.750,2.359,n
2.778,9.664,9.800,p
0.841,2.401,2.194,p
2.737,4.235,7.272,p
9.903,0.144,7.296,n
4.456,5.003,5.808,n
3.476,4.665,4.409,p
8.980,5.051,1.110,n
8.295,2.098,8.029,n
9.058,6.792,2.821,n
8.361,4.881,8.502,n
0.360,9.699,2.896,n
0.478,8.455,7.626,p
5.587,1.651,5.952,p
6.985,5.360,5.704,p
9.407,5.090,7.650,n
5.760,7.309,1.137,n
8.744,5.580,2.879,n
3.544,7.924,8.577,n
8.763,3.256,2.241,n
4.396,5.628,1.764,n
7.357,0.884,1.465,p
5.492,6.463,4.257,n
0.991,2.443,1.395,p
9.850,2.395,7.847,n
1.778,5.827,4.231,p
2.954,6.427,2.385,n
6.513,6.468,9.790,n
3.008,3.505,3.777,p
8.213,8.194,6.111,n
5.441,5.440,2.969,n
7.646,0.544,6.191,p
8.260,5.020,6.482,p
6.217,6.945,7.670,n
3.177,5.110,8.232,p
7.539,9.869,9.449,n
7.594,4.332,7.457,n
9.906,2.841,0.129,n
3.710,0.608,9.077,p
8.264,7.039,0.415,n
8.300,1.978,0.615,n
4.603,1.982,9.493,p
5.274,6.860,0.117,n
7.490,8.953,8.204,n
1.409,4.704,1.151,p
8.464,3.586,3.797,n
1.863,4.752,9.058,p
0.534,1.435,3.587,p
5.806,7.844,9.517,p
2.704,6.278,2.870,n
9.206,4.276,9.148,n
7.161,6.815,3.512,n
3.539,5.659,6.231,p
1.628,1.838,8.312,p
0.415,3.191,9.642,p
3.277,4.550,3.369,p
0.282,3.753,4.693,p
1.392,6.519,2.537,p
8.155,4.518,6.829,n
2.144,6.472,0.181,p
7.444,8.696,2.614,n
7.315,9.526,7.054,n
8.756,4.147,9.474,n
1.876,5.540,3.629,p
0.899,3.489,9.547,p
9.938,5.362,0.956,n
4.876,8.219,4.641,n
9.943,9.918,2.312,n
6.006,1.643,7.721,p
7.429,0.651,1.646,p
8.565,2.738,9.549,n
1.497,6.483,0.667,p
7.923,5.670,7.615,n
7.074,3.804,6.428,n
3.191,0.514,4.942,p
2.812,4.860,5.615,p
4.991,9.975,1.247,n
8.274,7.123,3.137,n
4.422,7.781,8.054,n
7.625,0.729,9.709,p
4.845,2.517,4.330,p
9.864,7.192,3.828,n
3.421,2.675,0.047,p
8.255,9.305,9.846,n
4.868,7.136,7.939,n
1.252,0.236,1.379,p
0.651,8.703,9.957,n
5.703,0.420,1.441,p
6.661,2.356,0.500,n
8.828,6.964,6.551,n
4.625,8.783,0.492,n
9.572,2.597,3.785,n
3.123,7.715,7.660,n
0.233,0.620,8.985,p
9.412,5.727,6.740,p
3.043,3.075,5.312,p
9.803,2.098,6.005,n
2.252,1.021,8.584,n
9.886,4.861,7.431,p
5.972,0.030,2.575,p
7.104,4.627,0.671,p
3.837,2.936,4.081,p
8.639,7.697,6.101,n
6.392,7.960,5.370,n
9.027,7.240,0.209,n
3.436,0.180,8.758,p
5.062,7.365,0.580,n
9.019,9.092,2.314,p
1.254,8.315,6.137,n
4.597,3.053,4.807,p
0.493,0.272,4.803,p
6.052,3.196,7.878,n
6.010,5.911,2.501,n
5.320,6.109,1.155,n
4.019,4.446,7.304,p
3.873,5.368,8.642,n
2.805,3.923,7.738,p
9.891,2.502,1.732,n
5.306,9.212,0.256,n
3.929,2.456,5.231,p
6.561,1.754,2.547,p
5.048,2.379,5.878,p
8.707,3.982,0.065,n
3.613,2.848,6.830,p
4.870,2.811,5.453,p
9.328,0.839,0.890,n
7.659,8.604,5.988,n
5.480,1.592,9.309,p
4.488,2.178,8.468,p
3.888,4.351,5.379,n
7.266,4.393,5.303,n
0.284,6.582,6.951,p
3.298,4.759,6.255,p
6.021,3.029,4.881,n
4.229,4.464,0.093,p
7.991,0.054,0.046,p
1.940,7.290,1.649,n
8.607,5.028,7.423,n
1.452,1.179,7.580,p
3.624,0.678,1.445,p
4.800,7.997,9.293,n
4.287,5.295,3.418,n
3.957,8.450,1.822,n
0.957,8.564,3.494,n
4.995,9.760,7.683,n
7.749,9.356,6.317,p
4.332,2.893,3.894,p
5.975,0.498,0.374,p
8.809,6.645,8.706,n
0.082,5.617,4.209,p
3.745,7.714,7.286,n
6.172,0.670,0.482,p
1.266,6.289,1.318,p
3.835,8.784,7.888,n
1.531,4.610,6.368,p
8.351,0.777,3.695,n
0.305,0.350,3.451,p
4.314,2.881,3.546,p
9.331,2.060,8.059,n
9.384,4.087,6.923,n
7.764,4.840,5.492,n
3.721,5.647,5.036,p
8.528,3.863,9.705,n
8.139,4.883,7.732,n
2.864,5.149,9.640,n
3.472,5.620,2.601,n
0.662,5.374,1.594,p
1.263,3.710,1.781,p
2.991,1.133,0.036,p
7.326,8.797,9.824,n
1.677,0.937,2.568,p
2.323,7.678,0.262,n
8.053,0.181,9.037,p
4.483,3.452,5.667,p
1.268,8.035,3.833,p
3.972,4.990,2.622,p
2.256,8.955,6.810,n
5.094,4.554,9.965,n
1.164,0.680,5.409,p
0.401,5.935,4.783,p
4.756,2.735,1.493,p
1.872,2.768,2.088,p
4.238,2.813,4.990,p
5.543,4.057,5.263,n
9.827,7.273,6.001,p
0.929,6.174,5.638,p
6.166,3.253,3.390,n
1.240,6.533,2.673,p
4.224,1.755,0.128,p
8.228,3.976,2.858,n
2.436,2.737,5.321,p
1.444,2.782,5.414,p
5.053,1.453,7.228,p
1.998,2.959,0.272,p
1.321,3.334,9.424,p
0.162,8.977,9.010,n
8.832,4.347,6.246,n
9.740,9.536,0.717,n
4.027,2.930,8.183,p
3.399,6.426,3.227,n
4.392,2.500,1.572,p
6.224,6.399,2.874,n
3.821,2.738,8.645,p
4.713,3.438,9.174,p
2.522,7.909,5.123,n
3.893,6.158,2.668,n
7.128,3.460,6.490,n
6.097,1.559,0.764,p
2.072,3.769,7.857,p
0.208,1.249,6.209,p
9.391,8.395,0.213,n
1.332,8.448,4.196,p
9.649,1.500,8.583,n
1.640,4.113,7.910,p
8.338,3.957,3.444,n
2.313,3.483,9.924,p
7.084,5.172,7.300,n
2.020,6.969,0.825,p
7.568,0.219,6.058,p
3.509,9.315,0.160,n
7.413,1.676,7.128,n
6.533,7.004,0.729,n
5.276,1.284,5.921,n
8.744,1.027,5.384,n
3.119,5.231,0.179,p
1.973,0.008,1.758,p
1.022,0.971,1.610,p
1.685,5.176,0.906,p
3.443,6.968,7.143,n
5.914,7.705,1.523,n
1.492,5.173,8.605,n
5.224,4.011,3.764,n
8.900,6.755,6.135,n
4.298,7.102,9.866,n
0.396,3.961,3.162,p
1.196,2.793,9.106,p
2.278,2.824,2.939,p
7.735,3.225,4.790,p
0.731,3.069,3.420,p
2.498,1.914,3.100,n
1.522,1.135,4.490,p
4.806,1.603,9.334,p
0.791,6.724,7.391,p
2.417,0.479,9.946,p
4.473,0.329,5.371,p
2.889,3.249,9.216,p
6.546,7.173,9.805,n
0.857,0.760,9.999,p
6.685,5.793,2.505,n
4.164,4.829,0.827,p
3.266,7.870,9.942,n
6.188,2.369,2.603,p
9.316,4.838,1.838,p
1.902,1.371,5.954,p
4.184,2.298,9.573,p
3.826,5.701,7.719,n
6.165,8.684,5.834,n
3.120,3.202,9.311,p
7.373,7.731,3.496,n
5.214,2.489,5.767,p
6.901,7.528,6.094,p
4.800,1.571,5.696,p
3.829,9.298,8.226,n
3.324,1.548,9.505,p
4.083,9.770,1.595,n
3.245,8.873,7.275,n
5.186,7.633,1.130,n
3.377,5.455,1.470,p
7.127,0.903,1.164,p
5.497,4.543,5.359,n
9.375,3.756,4.676,n
5.671,2.941,3.780,p
0.848,1.360,5.404,p
4.076,0.337,0.738,p
2.142,1.518,1.611,p
8.180,8.397,8.086,n
6.015,9.734,7.798,n
0.256,2.834,8.101,p
7.869,9.479,5.894,n
9.510,7.597,9.408,n
9.423,5.182,3.112,n
7.974,2.497,7.831,n
9.252,9.236,6.340,n
1.023,4.519,1.144,p
1.626,1.367,3.626,n
8.902,9.218,4.449,n
2.281,4.188,7.648,p
3.700,5.051,9.377,p
2.256,6.224,9.734,p
7.209,2.177,2.706,n
1.247,7.835,8.302,n
5.272,2.738,7.745,p
3.492,0.051,1.533,p
2.850,1.367,4.179,p
3.165,4.327,3.747,p
6.200,7.712,3.715,n
8.773,0.601,1.801,n
1.853,6.527,3.605,p
1.453,5.001,0.566,n
6.485,4.225,5.366,n
5.908,1.776,1.482,p
0.554,8.652,9.762,n
4.654,2.437,5.475,p
3.537,8.443,0.353,n
5.290,9.326,4.197,n
9.092,9.482,8.805,n
3.995,9.930,6.510,n
1.698,4.642,8.986,p
6.915,5.094,8.982,n
0.323,8.234,8.741,p
7.010,8.984,3.143,n
3.792,8.615,6.015,n
6.959,0.158,4.999,p
0.128,5.362,9.325,p
0.044,0.096,7.836,p
6.115,6.493,4.753,p
4.862,5.589,0.290,n
0.381,6.149,4.940,p
3.707,3.453,5.220,p
6.708,4.283,4.828,p
1.507,7.385,5.307,p
3.733,5.100,7.781,p
4.564,2.599,6.644,p
9.526,5.996,0.805,p
3.313,4.388,7.656,p
1.632,6.850,1.408,p
0.851,5.022,7.237,p
4.370,6.259,4.578,n
2.973,1.567,4.847,p
3.340,2.684,8.790,p
5.814,0.145,0.465,p
7.088,9.860,2.772,n
9.763,1.254,0.304,n
5.514,1.948,1.862,p
5.836,3.061,3.596,p
2.811,4.209,7.853,p
9.735,6.197,9.959,n
2.182,9.369,2.759,n
1.814,1.545,9.560,p
0.640,3.887,3.752,p
3.689,9.914,4.590,n
4.770,5.950,0.905,n
8.101,3.487,4.778,n
4.623,7.551,6.152,n
8.326,0.646,3.669,p
4.444,1.845,7.244,n
1.170,8.563,6.657,n
4.664,8.596,2.435,n
7.674,6.499,6.318,n
7.538,7.505,5.581,p
1.069,4.885,7.365,p
7.788,8.488,1.186,p
3.083,4.135,4.902,p
3.499,5.011,9.735,p
8.319,8.707,1.573,n
2.182,3.250,3.966,p
9.386,5.687,3.301,n
4.095,7.109,0.273,n
0.813,1.464,4.554,p
2.982,5.232,2.323,p
8.856,9.486,3.288,n
1.986,0.223,9.833,p
0.529,2.989,8.699,n
8.471,3.202,7.823,n
8.233,8.380,9.766,n
7.018,1.101,5.860,p
5.540,8.071,1.041,p
7.547,4.169,7.012,n
6.266,7.368,2.884,n
6.280,6.876,8.669,n
8.320,6.587,2.467,n
0.005,3.795,8.894,p
2.491,4.961,5.241,p
4.684,5.162,5.793,n
8.834,9.240,3.226,n
1.864,5.564,1.080,p
2.520,7.779,9.618,n
0.299,6.342,2.199,p
0.992,3.798,9.475,p
5.099,8.672,9.751,n
9.159,4.534,5.349,n
6.577,1.603,8.508,n
0.142,2.652,6.260,p
1.947,8.186,1.347,n
1.079,0.249,6.346,p
9.011,7.857,0.845,n
4.074,0.795,3.393,p
4.195,5.601,7.575,n
3.572,8.930,9.416,p
4.891,3.197,5.946,n
1.374,1.397,0.349,p
5.518,0.655,2.008,p
1.518,7.088,2.954,p
3.630,5.513,3.597,n
6.271,8.170,2.448,n
0.665,0.513,9.114,p
7.452,6.287,3.213,p
0.184,4.935,0.343,p
5.807,9.295,2.066,n
5.736,3.102,4.725,p
4.621,9.915,7.392,n
3.649,2.765,2.906,p
2.295,4.305,8.408,p
9.614,6.969,0.214,n
1.330,3.540,9.362,p
7.116,3.896,7.944,p
4.554,2.586,1.137,p
9.923,2.772,1.412,n
2.650,4.120,0.898,p
6.743,8.668,1.230,p
6.913,2.014,0.624,p
4.017,3.773,9.668,p
0.135,2.076,3.506,p
6.483,4.124,6.008,n
9.263,4.408,5.821,p
2.156,6.118,4.709,p
9.543,8.690,5.549,n
7.290,5.589,6.105,n
3.262,2.245,6.909,p
3.262,3.116,3.207,p
2.615,6.426,1.877,n
5.702,8.976,6.596,n
1.961,0.712,6.823,p
9.312,5.034,8.498,n
5.486,1.499,1.830,p
3.134,9.768,3.234,p
7.208,9.952,9.914,n
4.857,9.208,5.245,n
3.346,1.040,4.063,p
5.887,8.435,7.988,n
1.865,3.059,5.360,p
6.731,3.171,5.597,n
3.641,9.828,4.013,n
1.194,0.597,7.480,p
9.664,8.111,0.746,p
9.214,5.822,1.155,n
5.520,2.056,8.795,p
4.097,0.240,1.739,p
3.354,7.726,0.165,p
9.809,0.508,8.652,p
8.729,5.478,1.727,n
8.718,3.215,4.983,n
8.804,0.056,5.967,p
8.004,8.540,9.133,p
2.402,6.372,5.283,p
3.812,0.779,2.558,p
3.173,5.336,6.737,p
6.455,2.612,7.181,n
2.139,9.835,5.369,n
5.977,0.111,7.405,n
2.132,2.434,7.258,p
0.811,3.527,4.036,n
7.872,1.472,0.916,n
0.428,6.606,7.019,p
0.557,1.616,6.652,p
1.347,4.667,8.110,p
9.475,0.838,4.128,n
8.705,5.840,0.584,p
1.520,3.334,1.178,n
3.867,2.235,0.979,p
0.775,5.397,0.768,p
8.863,0.134,9.463,n
4.523,3.190,9.234,p
6.739,1.204,5.178,p
6.335,2.285,5.060,n
8.618,4.782,9.792,n
1.674,6.369,9.050,n
5.392,4.379,6.622,n
8.362,5.622,7.663,n
8.124,3.825,7.114,n
0.747,5.931,6.741,p
1.812,2.294,6.932,p
1.173,9.831,9.809,n
0.896,8.517,5.311,n
5.264,8.211,1.088,n
2.738,5.200,0.897,p
3.358,4.334,9.152,p
5.880,4.717,3.832,n
0.480,2.101,7.549,p
4.438,3.073,4.298,p
2.342,5.736,2.255,p
7.601,3.918,8.835,n
2.361,5.079,1.913,p
3.688,1.625,5.045,p
4.715,6.904,6.515,n
0.287,7.640,9.900,p
1.187,7.276,3.880,p
7.525,5.298,6.307,n
3.373,1.758,8.404,p
1.720,2.978,1.006,p
7.224,1.203,4.061,p
0.524,3.934,5.692,n
9.813,7.278,1.865,n
4.735,0.804,5.118,p
9.090,5.723,7.656,n
1.600,6.776,2.804,n
3.354,1.742,7.559,p
3.701,1.501,9.634,p
0.302,6.165,8.807,p
0.142,8.455,3.631,n
8.297,7.880,2.260,n
0.570,7.108,6.010,p
6.463,1.550,4.391,p
0.484,8.172,8.158,p
3.208,4.865,8.225,p
2.346,0.356,0.459,p
9.678,5.117,6.127,p
0.694,2.435,3.394,p
0.278,3.606,5.905,p
4.469,3.240,8.210,n
0.233,1.550,7.520,p
5.028,9.552,3.059,n
0.616,9.590,2.666,p
1.490,1.691,0.331,p
2.648,6.035,7.255,p
6.244,5.569,9.896,p
7.346,6.098,5.033,n
2.468,9.345,8.358,n
7.323,3.733,4.521,p
1.242,1.675,1.726,p
4.716,0.724,9.181,p
2.608,5.382,0.649,p
9.696,6.082,3.233,n
0.051,3.975,5.656,p
4.304,1.211,9.374,p
3.264,1.412,5.197,n
0.980,4.027,3.970,p
0.073,1.546,5.510,p
8.748,6.759,4.260,n
5.052,0.369,4.496,p
1.419,5.620,3.724,p
2.654,1.488,7.733,p
3.862,6.233,5.286,n
3.981,9.762,0.296,n
0.271,8.242,3.442,n
6.109,8.836,1.829,n
0.249,8.174,2.201,p
0.300,1.735,8.370,n
3.919,6.663,3.328,n
6.473,1.297,7.606,p
5.197,1.925,3.363,p
6.551,0.537,8.231,p
1.073,1.232,1.684,p
1.469,6.340,3.596,p
9.709,7.893,0.451,p
6.915,1.149,7.407,p
8.014,9.886,6.237,n
5.974,0.669,2.494,p
3.958,8.160,4.076,n
1.353,1.091,6.115,p
4.792,4.653,9.517,n
6.566,8.302,4.068,n
9.418,9.794,5.557,n
6.790,3.706,7.272,n
5.938,9.792,9.610,n
5.655,1.818,5.440,p
3.125,4.719,0.745,p
7.552,7.470,2.883,n
1.441,2.275,6.761,p
7.509,4.817,9.670,n
1.957,9.631,3.017,n
9.019,5.185,8.348,p
2.833,5.498,9.432,p
2.105,0.790,8.686,p
7.548,7.168,0.930,p
5.166,5.011,6.729,n
1.751,0.438,9.287,p
2.368,7.494,2.847,n
0.860,4.252,5.188,p
3.241,5.228,0.504,p
3.869,1.045,6.999,n
9.263,6.784,4.254,n
6.623,1.978,9.364,p
4.494,6.033,3.287,n
2.545,5.864,3.721,p
4.349,7.920,9.503,n
0.792,7.742,2.037,p
0.929,8.654,0.479,n
9.877,5.494,2.498,n
9.026,0.829,3.943,n
9.034,2.238,4.873,n
4.436,1.104,2.542,p
9.212,7.553,7.739,p
2.345,8.510,1.730,n
0.089,0.558,2.686,p
6.351,8.800,6.764,n
3.488,3.132,3.650,p
8.748,8.452,8.830,n
6.468,0.198,0.167,p
0.103,9.066,8.336,n
6.801,7.712,9.278,n
2.537,0.778,0.286,p
9.312,5.970,1.948,n
1.642,5.785,4.325,p
3.278,6.327,1.161,n
1.858,9.831,8.332,n
1.762,2.649,9.819,p
8.142,2.551,0.860,n
8.174,9.580,5.479,p
8.264,0.215,4.505,p
3.828,6.033,1.787,n
0.560,3.748,8.859,p
4.177,0.361,8.375,n
0.775,1.014,0.461,p
1.891,0.361,0.403,p
1.835,7.594,0.431,n
4.472,8.236,1.106,n
3.797,6.725,0.691,n
3.700,3.934,1.446,p
2.167,4.743,8.233,p
6.488,4.785,6.279,n
4.034,1.672,8.964,p
9.963,3.578,7.240,n
2.659,7.831,8.088,n
0.455,0.744,7.308,p
5.303,1.628,1.942,p
3.668,3.134,0.097,p
3.285,5.163,8.964,p
4.898,6.993,9.653,n
6.447,6.609,8.308,p
2.760,8.149,4.354,n
2.637,1.368,5.863,p
0.479,4.078,8.139,p
3.253,5.887,3.078,n
2.004,6.680,0.413,p
2.998,5.484,2.612,p
5.099,6.371,6.151,n
2.235,8.139,2.510,n
8.903,2.267,3.872,n
0.751,3.034,7.865,p
4.098,0.329,3.805,p
4.388,2.847,4.434,p
2.924,2.689,0.214,p
3.855,4.644,2.635,p
5.584,0.477,5.667,p
6.873,6.843,6.244,n
4.289,3.617,2.114,p
3.749,7.683,9.527,p
2.831,4.992,3.412,p
7.277,9.854,7.158,n
2.925,4.376,7.306,p
8.984,9.718,1.490,n
2.603,3.215,2.400,p
6.326,2.900,9.028,n
4.280,2.020,2.018,n
6.209,0.518,4.545,p
0.549,0.310,9.738,p
2.765,5.830,6.952,p
2.515,7.514,5.352,n
1.620,0.293,4.678,p
4.428,0.738,3.061,p
3.283,9.540,5.288,p
7.156,3.308,4.568,n
3.893,2.663,3.967,p
2.811,4.742,7.180,p
3.008,5.936,4.774,p
3.484,3.367,7.776,p
8.587,4.710,0.561,n
9.768,9.212,3.039,n
8.935,6.908,2.861,n
1.475,7.697,8.753,n
9.043,4.134,0.813,n
7.470,4.449,3.599,n
5.787,0.220,6.897,n
1.676,2.132,9.664,p
2.779,1.406,9.970,p
2.418,9.037,6.964,n
2.354,5.042,6.337,p
4.332,1.600,2.396,p
2.015,8.862,7.229,p
0.205,9.854,2.157,p
5.566,2.851,8.024,p
2.879,9.338,3.279,n
1.711,4.795,1.421,p
5.083,1.610,1.181,p
6.040,5.937,0.609,n
7.503,2.199,3.051,n
9.944,3.612,9.091,n
9.259,6.012,9.838,n
4.752,5.478,2.036,n
4.368,9.152,0.094,p
8.879,8.112,1.198,n
8.477,0.087,3.208,n
9.517,3.926,5.706,n
7.561,9.788,5.148,n
8.770,6.933,0.712,n
8.313,8.493,3.672,n
1.502,1.868,0.002,p
4.667,8.689,2.439,n
1.815,5.094,9.315,p
0.304,0.901,5.726,p
1.040,9.508,5.219,n
2.874,8.665,2.910,n
5.946,0.706,8.247,p
8.836,9.492,3.923,n
0.940,8.504,2.017,p
9.702,8.728,6.765,n
3.274,5.424,9.512,p
5.194,9.236,8.661,n
4.590,1.302,8.392,p
3.812,5.440,5.151,n
8.926,0.025,6.532,p
2.059,9.216,8.272,n
3.871,7.929,9.194,n
3.732,2.148,5.513,p
3.312,7.861,9.160,n
5.212,7.010,4.403,n
1.028,3.240,8.003,p
7.631,5.862,0.703,n
2.888,5.888,5.395,p
6.616,5.333,1.135,n
0.144,0.620,3.656,p
5.389,1.955,1.808,p
7.551,2.686,6.231,n
6.958,1.072,2.808,p
8.010,7.114,1.871,n
3.214,6.016,8.060,n
1.041,1.189,0.301,p
2.980,2.398,2.523,p
3.183,0.354,9.004,p
2.461,3.620,1.345,p
4.199,3.221,5.203,p
2.435,7.730,3.265,n
3.539,2.603,0.786,p
1.322,5.225,3.690,p
9.347,0.483,2.867,n
9.195,3.479,2.145,n
3.463,4.245,8.000,p
9.842,2.763,5.509,n
0.704,5.968,3.769,p
9.509,6.039,9.296,n
6.853,5.072,0.472,n
2.624,1.497,6.859,p
6.039,5.921,1.656,n
2.050,8.969,7.168,n
5.195,5.164,0.134,n
4.349,4.969,5.982,n
3.521,6.310,5.681,n
3.407,5.261,3.743,p
3.999,5.428,3.112,n
8.477,5.588,5.883,n
8.221,1.246,5.754,n
1.576,3.216,8.471,p
